source_family,conference,year,committee_type,source_url,final_url,status,local_html_path,rows_found
EPC/ERC page,PLDI,2020,EPC,https://pldi20.sigplan.org/committee/pldi-2020-papers-external-program-committee,https://pldi20.sigplan.org/committee/pldi-2020-papers-external-program-committee,fetched,step_1_data/raw/pldi/researchr_epc_htmls/pldi2020_epc_2026-06-09.html,20
EPC/ERC page,PLDI,2021,EPC,,,no_page,,0
EPC/ERC page,PLDI,2022,EPC,,,no_page,,0
EPC/ERC page,PLDI,2023,EPC,,,no_page,,0
EPC/ERC page,PLDI,2024,EPC,,,no_page,,0
EPC/ERC page,PLDI,2025,EPC,,,no_page,,0
EPC/ERC page,POPL,2017,EPC,,,no_page,,0
EPC/ERC page,POPL,2018,EPC,,,no_page,,0
EPC/ERC page,POPL,2019,EPC,,,no_page,,0
EPC/ERC page,POPL,2020,EPC,,,no_page,,0
EPC/ERC page,POPL,2021,EPC,,,no_page,,0
EPC/ERC page,POPL,2022,EPC,,,no_page,,0
EPC/ERC page,POPL,2023,EPC,,,no_page,,0
EPC/ERC page,POPL,2024,EPC,,,no_page,,0
EPC/ERC page,POPL,2025,EPC,,,no_page,,0
EPC/ERC page,ICFP,2017,ERC,,,no_page,,0
EPC/ERC page,ICFP,2018,ERC,https://icfp18.sigplan.org/committee/icfp-2018-papers-external-review-committee,https://icfp18.sigplan.org/committee/icfp-2018-papers-external-review-committee,fetched,step_1_data/raw/icfp/researchr_erc_htmls/icfp2018_erc_2026-06-09.html,43
EPC/ERC page,ICFP,2019,ERC,https://icfp19.sigplan.org/committee/icfp-2019-papers-external-review-committee,https://icfp19.sigplan.org/committee/icfp-2019-papers-external-review-committee,fetched,step_1_data/raw/icfp/researchr_erc_htmls/icfp2019_erc_2026-06-09.html,51
EPC/ERC page,ICFP,2020,ERC,https://icfp20.sigplan.org/committee/icfp-2020-papers-external-review-committee,https://icfp20.sigplan.org/committee/icfp-2020-papers-external-review-committee,fetched,step_1_data/raw/icfp/researchr_erc_htmls/icfp2020_erc_2026-06-09.html,42
EPC/ERC page,ICFP,2021,ERC,,,no_page,,0
EPC/ERC page,ICFP,2022,ERC,,,no_page,,0
EPC/ERC page,ICFP,2023,ERC,,,no_page,,0
EPC/ERC page,ICFP,2024,ERC,,,no_page,,0
EPC/ERC page,ICFP,2025,ERC,,,no_page,,0
EPC/ERC page,OOPSLA,2017,ERC,,,no_page,,0
EPC/ERC page,OOPSLA,2018,ERC,,,no_page,,0
EPC/ERC page,OOPSLA,2019,ERC,https://2019.splashcon.org/committee/splash-2019-oopsla-external-review-committee,https://2019.splashcon.org/committee/splash-2019-oopsla-external-review-committee,fetched,step_1_data/raw/oopsla/researchr_erc_htmls/oopsla2019_erc_2026-06-09.html,32
