plot_order,cell_id,researcher_id,name,selected_conference,plot_conference,pc_year,selected_event_label,event_time,year,source_group,panel_cell_available,plotted_citation_count,rebuilt_citation_count,count_matches_trace,total_citations,rebuilt_total_citations_raw,total_matches_trace,source_share_pct,pc_status_for_source
8,158,brandonlucia,Brandon Lucia,OOPSLA,OOPSLA,2019,OOPSLA 2019,2,2021,OOPSLA,True,0.0,0.0,True,12.0,12,True,0.0,0.0
8,159,brandonlucia,Brandon Lucia,OOPSLA,OOPSLA,2019,OOPSLA 2019,2,2021,PLDI,True,12.0,12.0,True,12.0,12,True,100.0,1.0
8,157,brandonlucia,Brandon Lucia,OOPSLA,OOPSLA,2019,OOPSLA 2019,2,2021,POPL,True,0.0,0.0,True,12.0,12,True,0.0,0.0
9,160,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,-2,2022,ICFP,True,0.0,0.0,True,18.0,18,True,0.0,0.0
9,162,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,-2,2022,OOPSLA,True,11.0,11.0,True,18.0,18,True,61.111111111111114,0.0
9,163,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,-2,2022,PLDI,True,7.0,7.0,True,18.0,18,True,38.88888888888889,0.0
9,161,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,-2,2022,POPL,True,0.0,0.0,True,18.0,18,True,0.0,0.0
9,164,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,-1,2023,ICFP,True,4.0,4.0,True,19.0,19,True,21.052631578947366,1.0
9,166,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,-1,2023,OOPSLA,True,14.0,14.0,True,19.0,19,True,73.68421052631578,0.0
9,167,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,-1,2023,PLDI,True,0.0,0.0,True,19.0,19,True,0.0,0.0
9,165,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,-1,2023,POPL,True,1.0,1.0,True,19.0,19,True,5.263157894736842,0.0
9,168,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,0,2024,ICFP,True,8.0,8.0,True,45.0,45,True,17.77777777777778,0.0
9,170,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,0,2024,OOPSLA,True,18.0,18.0,True,45.0,45,True,40.0,1.0
9,171,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,0,2024,PLDI,True,3.0,3.0,True,45.0,45,True,6.666666666666667,0.0
9,169,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,0,2024,POPL,True,16.0,16.0,True,45.0,45,True,35.55555555555556,1.0
9,172,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,1,2025,ICFP,True,6.0,6.0,True,48.0,48,True,12.5,1.0
9,174,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,1,2025,OOPSLA,True,38.0,38.0,True,48.0,48,True,79.16666666666666,0.0
9,175,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,1,2025,PLDI,True,2.0,2.0,True,48.0,48,True,4.166666666666666,0.0
9,173,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,1,2025,POPL,True,2.0,2.0,True,48.0,48,True,4.166666666666666,0.0
9,176,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,2,2026,ICFP,False,,,,,0,,,
9,178,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,2,2026,OOPSLA,False,,,,,0,,,
9,179,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,2,2026,PLDI,False,,,,,0,,,
9,177,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,2,2026,POPL,False,,,,,0,,,
10,180,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-2,2022,ICFP,True,0.0,0.0,True,6.0,6,True,0.0,0.0
10,182,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-2,2022,OOPSLA,True,2.0,2.0,True,6.0,6,True,33.33333333333333,0.0
10,183,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-2,2022,PLDI,True,2.0,2.0,True,6.0,6,True,33.33333333333333,0.0
10,181,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-2,2022,POPL,True,2.0,2.0,True,6.0,6,True,33.33333333333333,0.0
10,184,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-1,2023,ICFP,True,0.0,0.0,True,3.0,3,True,0.0,0.0
10,186,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-1,2023,OOPSLA,True,1.0,1.0,True,3.0,3,True,33.33333333333333,0.0
10,187,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-1,2023,PLDI,True,2.0,2.0,True,3.0,3,True,66.66666666666666,0.0
10,185,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-1,2023,POPL,True,0.0,0.0,True,3.0,3,True,0.0,0.0
10,188,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,0,2024,ICFP,True,1.0,1.0,True,25.0,25,True,4.0,0.0
10,190,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,0,2024,OOPSLA,True,4.0,4.0,True,25.0,25,True,16.0,0.0
10,191,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,0,2024,PLDI,True,7.0,7.0,True,25.0,25,True,28.000000000000004,0.0
10,189,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,0,2024,POPL,True,13.0,13.0,True,25.0,25,True,52.0,1.0
10,192,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,1,2025,ICFP,True,0.0,0.0,True,7.0,7,True,0.0,1.0
10,194,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,1,2025,OOPSLA,True,4.0,4.0,True,7.0,7,True,57.14285714285714,0.0
10,195,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,1,2025,PLDI,True,1.0,1.0,True,7.0,7,True,14.285714285714285,0.0
10,193,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,1,2025,POPL,True,2.0,2.0,True,7.0,7,True,28.57142857142857,0.0
10,196,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,2,2026,ICFP,False,,,,,0,,,
10,198,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,2,2026,OOPSLA,False,,,,,0,,,
10,199,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,2,2026,PLDI,False,,,,,0,,,
10,197,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,2,2026,POPL,False,,,,,0,,,
