plot_order,researcher_id,name,conference,plot_conference,pc_year,selected_event_label,event_time,year,source_group,citation_count,total_citations,source_share,source_share_pct,pc_status_for_source
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,0,2024,OOPSLA,18.0,45.0,0.4,40.0,1.0
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,0,2024,PLDI,3.0,45.0,0.06666666666666667,6.666666666666667,0.0
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,1,2025,ICFP,6.0,48.0,0.125,12.5,1.0
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,1,2025,POPL,2.0,48.0,0.041666666666666664,4.166666666666666,0.0
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,1,2025,OOPSLA,38.0,48.0,0.7916666666666666,79.16666666666666,0.0
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,1,2025,PLDI,2.0,48.0,0.041666666666666664,4.166666666666666,0.0
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,2,2026,ICFP,,,,,
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,2,2026,POPL,,,,,
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,2,2026,OOPSLA,,,,,
9,jonathanbrachthauser,Jonathan Immanuel Brachthäuser,POPL,POPL,2024,POPL 2024,2,2026,PLDI,,,,,
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-2,2022,ICFP,0.0,6.0,0.0,0.0,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-2,2022,POPL,2.0,6.0,0.3333333333333333,33.33333333333333,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-2,2022,OOPSLA,2.0,6.0,0.3333333333333333,33.33333333333333,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-2,2022,PLDI,2.0,6.0,0.3333333333333333,33.33333333333333,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-1,2023,ICFP,0.0,3.0,0.0,0.0,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-1,2023,POPL,0.0,3.0,0.0,0.0,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-1,2023,OOPSLA,1.0,3.0,0.3333333333333333,33.33333333333333,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,-1,2023,PLDI,2.0,3.0,0.6666666666666666,66.66666666666666,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,0,2024,ICFP,1.0,25.0,0.04,4.0,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,0,2024,POPL,13.0,25.0,0.52,52.0,1.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,0,2024,OOPSLA,4.0,25.0,0.16,16.0,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,0,2024,PLDI,7.0,25.0,0.28,28.000000000000004,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,1,2025,ICFP,0.0,7.0,0.0,0.0,1.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,1,2025,POPL,2.0,7.0,0.2857142857142857,28.57142857142857,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,1,2025,OOPSLA,4.0,7.0,0.5714285714285714,57.14285714285714,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,1,2025,PLDI,1.0,7.0,0.14285714285714285,14.285714285714285,0.0
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,2,2026,ICFP,,,,,
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,2,2026,POPL,,,,,
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,2,2026,OOPSLA,,,,,
10,fritzhenglein,Fritz Henglein,POPL,POPL,2024,POPL 2024,2,2026,PLDI,,,,,
