canonical_researchr_id,pc_name,mapped_name_for_matching,query_source,candidate_rank,candidate_ref_author_name,manual_decision,manual_notes
julienverlaguet,Julien Verlaguet,Julien Verlaguet,mapped_name,12,Julien Lerouge,,
kedarnamjoshi,Kedar Namjoshi,Kedar Namjoshi,original_name,1,Kedar S. Namjoshi,acceptandmerge,
kedarnamjoshi,Kedar Namjoshi,Kedar Namjoshi,mapped_name,2,Kedar S. Namjoshi,,
kedarnamjoshi,Kedar Namjoshi,Kedar Namjoshi,original_name,3,"Namjoshi, Kedar S",acceptandmerge,
kedarnamjoshi,Kedar Namjoshi,Kedar Namjoshi,mapped_name,4,"Namjoshi, Kedar S",,
kimbruce,Kim Bruce,Kim Bruce,original_name,1,Kim B. Bruce,acceptandmerge,
kimbruce,Kim Bruce,Kim Bruce,mapped_name,2,Kim B. Bruce,,
kimbruce,Kim Bruce,Kim Bruce,original_name,3,K.B. Bruce,acceptandmerge,
kimbruce,Kim Bruce,Kim Bruce,mapped_name,4,K.B. Bruce,,
kimbruce,Kim Bruce,Kim Bruce,original_name,5,"Krogh, Bruce",,
kimbruce,Kim Bruce,Kim Bruce,mapped_name,6,"Krogh, Bruce",,
kimbruce,Kim Bruce,Kim Bruce,original_name,7,Been Kim,,
kimbruce,Kim Bruce,Kim Bruce,mapped_name,8,Been Kim,,
kimbruce,Kim Bruce,Kim Bruce,original_name,9,Bruce Knobe,,
kimbruce,Kim Bruce,Kim Bruce,original_name,10,Bruce Merry,,
kimbruce,Kim Bruce,Kim Bruce,mapped_name,11,Bruce Knobe,,
kimbruce,Kim Bruce,Kim Bruce,mapped_name,12,Bruce Merry,,
klausvgleissenthall,Klaus v. Gleissenthall,Klaus v. Gleissenthall,original_name,1,Klaus von Gleissenthall,acceptandmerge,
klausvgleissenthall,Klaus v. Gleissenthall,Klaus v. Gleissenthall,mapped_name,2,Klaus von Gleissenthall,,
klausvgleissenthall,Klaus v. Gleissenthall,Klaus v. Gleissenthall,original_name,3,"Gleissenthall, Klaus",acceptandmerge,
klausvgleissenthall,Klaus v. Gleissenthall,Klaus v. Gleissenthall,mapped_name,4,"Gleissenthall, Klaus",,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,original_name,1,Liang Chen,accept,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,mapped_name,2,Liang Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,original_name,3,Xiangping Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,mapped_name,4,Xiangping Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,original_name,5,Liming Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,original_name,6,Linlin Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,mapped_name,7,Liming Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,mapped_name,8,Linlin Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,original_name,9,Xiangxiang Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,mapped_name,10,Xiangxiang Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,original_name,11,Guanting Chen,,
liangtingchen,Liang-Ting Chen,Liang-Ting Chen,mapped_name,12,Guanting Chen,,
mahmuttaylankandemir,Mahmut Taylan Kandemir,Mahmut Taylan Kandemir,original_name,1,"Kandemir, Mahmut Taylan",acceptandmerge,
mahmuttaylankandemir,Mahmut Taylan Kandemir,Mahmut Taylan Kandemir,mapped_name,2,"Kandemir, Mahmut Taylan",,
mahmuttaylankandemir,Mahmut Taylan Kandemir,Mahmut Taylan Kandemir,original_name,3,Mahmut Kandemir,acceptandmerge,
mahmuttaylankandemir,Mahmut Taylan Kandemir,Mahmut Taylan Kandemir,mapped_name,4,Mahmut Kandemir,,
mahmuttaylankandemir,Mahmut Taylan Kandemir,Mahmut Taylan Kandemir,original_name,5,Mahmut Kademir,acceptandmerge,
mahmuttaylankandemir,Mahmut Taylan Kandemir,Mahmut Taylan Kandemir,mapped_name,6,Mahmut Kademir,,
mahmuttaylankandemir,Mahmut Taylan Kandemir,Mahmut Taylan Kandemir,original_name,7,M. Kandemir,acceptandmerge,
mahmuttaylankandemir,Mahmut Taylan Kandemir,Mahmut Taylan Kandemir,mapped_name,8,M. Kandemir,,
markjones,Mark Jones,Mark Jones,original_name,1,Mark P. Jones,accept,
markjones,Mark Jones,Mark Jones,mapped_name,2,Mark P. Jones,,
markjones,Mark Jones,Mark Jones,original_name,3,R Jones,,
markjones,Mark Jones,Mark Jones,mapped_name,4,R Jones,,
markjones,Mark Jones,Mark Jones,original_name,5,A. Jones,,
markjones,Mark Jones,Mark Jones,mapped_name,6,A. Jones,,
markjones,Mark Jones,Mark Jones,original_name,7,Mark Johnson,,
markjones,Mark Jones,Mark Jones,mapped_name,8,Mark Johnson,,
markjones,Mark Jones,Mark Jones,original_name,9,Michael Jones,,
markjones,Mark Jones,Mark Jones,mapped_name,10,Michael Jones,,
markjones,Mark Jones,Mark Jones,original_name,11,Claire Jones,,
markjones,Mark Jones,Mark Jones,mapped_name,12,Claire Jones,,
matthewhammer,Matthew Hammer,Matthew Hammer,original_name,1,Matthew A. Hammer,accept,
matthewhammer,Matthew Hammer,Matthew Hammer,mapped_name,2,Matthew A. Hammer,,
matthewhammer,Matthew Hammer,Matthew Hammer,original_name,3,Matthew Hague,,
matthewhammer,Matthew Hammer,Matthew Hammer,mapped_name,4,Matthew Hague,,
matthewhammer,Matthew Hammer,Matthew Hammer,original_name,5,Matthew Hertz,,
matthewhammer,Matthew Hammer,Matthew Hammer,mapped_name,6,Matthew Hertz,,
matthewhammer,Matthew Hammer,Matthew Hammer,original_name,7,Matthew Hayes,,
matthewhammer,Matthew Hammer,Matthew Hammer,mapped_name,8,Matthew Hayes,,
matthewhammer,Matthew Hammer,Matthew Hammer,original_name,9,Matthew Amy,,
matthewhammer,Matthew Hammer,Matthew Hammer,mapped_name,10,Matthew Amy,,
matthewhammer,Matthew Hammer,Matthew Hammer,original_name,11,Matthew Moe,,
matthewhammer,Matthew Hammer,Matthew Hammer,mapped_name,12,Matthew Moe,,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,original_name,1,Matthew Parkinson,acceptandmerge,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,mapped_name,2,Matthew Parkinson,,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,original_name,3,"Parkinson, Matthew J.",acceptandmerge,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,mapped_name,4,"Parkinson, Matthew J.",,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,original_name,5,Matthew J. Parkinson J,acceptandmerge,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,mapped_name,6,Matthew J. Parkinson J,,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,original_name,7,"Parkinson, Matthew",acceptandmerge,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,mapped_name,8,"Parkinson, Matthew",,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,original_name,9,J Parkinson,acceptandmerge,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,mapped_name,10,J Parkinson,,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,original_name,11,Matthew J. Weinstein,,
matthewparkinson,Matthew J. Parkinson,Matthew J. Parkinson,mapped_name,12,Matthew J. Weinstein,,
nehaagarwal,Neha Agarwal,Neha Agarwal,original_name,1,Nimisha Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,mapped_name,2,Nimisha Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,original_name,3,Anant Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,mapped_name,4,Anant Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,original_name,5,Akanksha Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,mapped_name,6,Akanksha Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,original_name,7,Sharad Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,mapped_name,8,Sharad Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,original_name,9,Anurag Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,mapped_name,10,Anurag Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,original_name,11,Ananth Agarwal,,
nehaagarwal,Neha Agarwal,Neha Agarwal,mapped_name,12,Ananth Agarwal,,
neiljulienross,Neil Julien Ross,Neil Julien Ross,original_name,1,Neil J. Ross,accept,
neiljulienross,Neil Julien Ross,Neil Julien Ross,mapped_name,2,Neil J. Ross,,
normanramsey,Norman Ramsey,Norman Ramsey,original_name,1,Norman F. Ramsey,acceptandmerge,
normanramsey,Norman Ramsey,Norman Ramsey,mapped_name,2,Norman F. Ramsey,,
normanramsey,Norman Ramsey,Norman Ramsey,original_name,3,"Ramsey, Norman",acceptandmerge,
normanramsey,Norman Ramsey,Norman Ramsey,mapped_name,4,"Ramsey, Norman",,
normanramsey,Norman Ramsey,Norman Ramsey,original_name,5,Norman Mu,,
normanramsey,Norman Ramsey,Norman Ramsey,mapped_name,6,Norman Mu,,
normanramsey,Norman Ramsey,Norman Ramsey,original_name,7,Norman I. Adams,,
normanramsey,Norman Ramsey,Norman Ramsey,mapped_name,8,Norman I. Adams,,
normanramsey,Norman Ramsey,Norman Ramsey,original_name,9,Norman Scaife,,
normanramsey,Norman Ramsey,Norman Ramsey,mapped_name,10,Norman Scaife,,
normanramsey,Norman Ramsey,Norman Ramsey,original_name,11,Norman Paskin,,
normanramsey,Norman Ramsey,Norman Ramsey,mapped_name,12,Norman Paskin,,
pavelparizek,Pavel Parizek,Pavel Parízek,original_name,1,Pavel Křížek,accept,
pavelparizek,Pavel Parizek,Pavel Parízek,mapped_name,2,Pavel Křížek,,
pavelparizek,Pavel Parizek,Pavel Parízek,original_name,3,Pavel Panchekha,,
pavelparizek,Pavel Parizek,Pavel Parízek,mapped_name,4,Pavel Panchekha,,
pavelparizek,Pavel Parizek,Pavel Parízek,original_name,5,Pavel Chuprikov,,
pavelparizek,Pavel Parizek,Pavel Parízek,mapped_name,6,Pavel Chuprikov,,
pavelparizek,Pavel Parizek,Pavel Parízek,original_name,7,Pavel Surynek,,
pavelparizek,Pavel Parizek,Pavel Parízek,mapped_name,8,Pavel Surynek,,
pavelparizek,Pavel Parizek,Pavel Parízek,original_name,9,Pavel Grigorenko,,
pavelparizek,Pavel Parizek,Pavel Parízek,mapped_name,10,Pavel Grigorenko,,
pavelparizek,Pavel Parizek,Pavel Parízek,original_name,11,"Panchekha, Pavel",,
pavelparizek,Pavel Parizek,Pavel Parízek,mapped_name,12,"Panchekha, Pavel",,
peterohearn,Peter O'Hearn,Peter O'Hearn,original_name,1,Peter W. O’Hearn,acceptandmerge,
peterohearn,Peter O'Hearn,Peter O'Hearn,mapped_name,2,Peter W. O’Hearn,,
peterohearn,Peter O'Hearn,Peter O'Hearn,original_name,3,"O'Hearn, Peter",acceptandmerge,
peterohearn,Peter O'Hearn,Peter O'Hearn,mapped_name,4,"O'Hearn, Peter",,
peterohearn,Peter O'Hearn,Peter O'Hearn,original_name,5,Peter Ohmann,,
peterohearn,Peter O'Hearn,Peter O'Hearn,mapped_name,6,Peter Ohmann,,
peterohearn,Peter O'Hearn,Peter O'Hearn,original_name,7,Peter Hart,,
peterohearn,Peter O'Hearn,Peter O'Hearn,mapped_name,8,Peter Hart,,
peterohearn,Peter O'Hearn,Peter O'Hearn,original_name,9,Peter Höfer,,
peterohearn,Peter O'Hearn,Peter O'Hearn,mapped_name,10,Peter Höfer,,
peterohearn,Peter O'Hearn,Peter O'Hearn,original_name,11,Peter Høyer,,
peterohearn,Peter O'Hearn,Peter O'Hearn,mapped_name,12,Peter Høyer,,
robsison,Rob Sison,Rob Sison,original_name,1,Robert Sison,accept,
robsison,Rob Sison,Rob Sison,mapped_name,2,Robert Sison,,
robsison,Rob Sison,Rob Sison,original_name,3,Rob Harrison,,
robsison,Rob Sison,Rob Sison,mapped_name,4,Rob Harrison,,
robsison,Rob Sison,Rob Sison,original_name,5,Rob Johnson,,
robsison,Rob Sison,Rob Sison,mapped_name,6,Rob Johnson,,
robertrand,Robert Rand,Robert Rand,original_name,1,Robert W. Rand,acceptandmerge,
robertrand,Robert Rand,Robert Rand,mapped_name,2,Robert W. Rand,,
robertrand,Robert Rand,Robert Rand,original_name,3,"Rand, Robert",acceptandmerge,
robertrand,Robert Rand,Robert Rand,mapped_name,4,"Rand, Robert",,
robertrand,Robert Rand,Robert Rand,original_name,5,Robert Krahn,,
robertrand,Robert Rand,Robert Rand,original_name,6,Robert Mandl,,
robertrand,Robert Rand,Robert Rand,original_name,7,Robert Ragno,,
robertrand,Robert Rand,Robert Rand,mapped_name,8,Robert Krahn,,
robertrand,Robert Rand,Robert Rand,mapped_name,9,Robert Mandl,,
robertrand,Robert Rand,Robert Rand,mapped_name,10,Robert Ragno,,
robertrand,Robert Rand,Robert Rand,original_name,11,Robert Kern,,
robertrand,Robert Rand,Robert Rand,mapped_name,12,Robert Kern,,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,original_name,1,Sarah Chasins,acceptandmerge,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,mapped_name,2,Sarah Chasins,,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,original_name,3,"Chasins, Sarah E.",acceptandmerge,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,mapped_name,4,"Chasins, Sarah E.",,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,original_name,5,"Chasins, Sarah",acceptandmerge,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,mapped_name,6,"Chasins, Sarah",,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,original_name,7,Sarah Chen,,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,original_name,8,Sarah Haas,,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,mapped_name,9,Sarah Chen,,
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,mapped_name,10,Sarah Haas,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,original_name,1,Sriram K. Rajamani,acceptandmerge,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,mapped_name,2,Sriram K. Rajamani,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,original_name,3,S Rajamani,acceptandmerge,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,mapped_name,4,S Rajamani,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,original_name,5,Sriram Raghavan,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,mapped_name,6,Sriram Raghavan,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,original_name,7,Rajamani,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,mapped_name,8,Rajamani,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,original_name,9,Gurushankar Rajamani,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,mapped_name,10,Gurushankar Rajamani,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,original_name,11,Sriram Srinivasan,,
sriramrajamani,Sriram Rajamani,Sriram Rajamani,mapped_name,12,Sriram Srinivasan,,
steveblackburn,Steve Blackburn,Steve Blackburn,original_name,1,Stephen M. Blackburn,accept,
steveblackburn,Steve Blackburn,Steve Blackburn,mapped_name,2,Stephen M. Blackburn,,
steveblackburn,Steve Blackburn,Steve Blackburn,original_name,3,Jeremy Blackburn,,
steveblackburn,Steve Blackburn,Steve Blackburn,mapped_name,4,Jeremy Blackburn,,
steveblackburn,Steve Blackburn,Steve Blackburn,original_name,5,Patrick Blackburn,,
steveblackburn,Steve Blackburn,Steve Blackburn,mapped_name,6,Patrick Blackburn,,
steveblackburn,Steve Blackburn,Steve Blackburn,original_name,7,Steve Barker,,
steveblackburn,Steve Blackburn,Steve Blackburn,mapped_name,8,Steve Barker,,
steveblackburn,Steve Blackburn,Steve Blackburn,original_name,9,Steve Lacy,,
steveblackburn,Steve Blackburn,Steve Blackburn,mapped_name,10,Steve Lacy,,
steveblackburn,Steve Blackburn,Steve Blackburn,original_name,11,Steve Byan,,
steveblackburn,Steve Blackburn,Steve Blackburn,mapped_name,12,Steve Byan,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,original_name,1,Arnab Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,mapped_name,2,Arnab Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,original_name,3,Arka Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,mapped_name,4,Arka Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,original_name,5,Sourav Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,original_name,6,Subhro Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,mapped_name,7,Sourav Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,mapped_name,8,Subhro Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,original_name,9,Pamela Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,mapped_name,10,Pamela Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,original_name,11,Bhargab B. Bhattacharya,,
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,mapped_name,12,Bhargab B. Bhattacharya,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,original_name,1,Thomas Jensen,accept,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,mapped_name,2,Thomas Jensen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,original_name,3,M. Thomas Jensen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,mapped_name,4,M. Thomas Jensen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,original_name,5,Thomas Wiben Jensen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,mapped_name,6,Thomas Wiben Jensen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,original_name,7,Thomas Jansen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,mapped_name,8,Thomas Jansen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,original_name,9,Thomas P. Jakobsen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,mapped_name,10,Thomas P. Jakobsen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,original_name,11,Hans Peter Jensen,,
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,mapped_name,12,Hans Peter Jensen,,
tonyhosking,Tony Hosking,Tony Hosking,original_name,1,Anthony Hosking,accept,
tonyhosking,Tony Hosking,Tony Hosking,mapped_name,2,Anthony Hosking,,
tonyhosking,Tony Hosking,Tony Hosking,original_name,3,John Hosking,,
tonyhosking,Tony Hosking,Tony Hosking,mapped_name,4,John Hosking,,
tonyhosking,Tony Hosking,Tony Hosking,original_name,5,Antony L. Hosking,,
tonyhosking,Tony Hosking,Tony Hosking,mapped_name,6,Antony L. Hosking,,
tonyhosking,Tony Hosking,Tony Hosking,original_name,7,Tony Chong,,
tonyhosking,Tony Hosking,Tony Hosking,mapped_name,8,Tony Chong,,
vaishnavisundararajan,Vaishnavi Sundararajan,Vaishnavi Sundararajan,original_name,1,Prasanna Sundararajan,,
vaishnavisundararajan,Vaishnavi Sundararajan,Vaishnavi Sundararajan,mapped_name,2,Prasanna Sundararajan,,
vaishnavisundararajan,Vaishnavi Sundararajan,Vaishnavi Sundararajan,original_name,3,D. Sundararajan,,
vaishnavisundararajan,Vaishnavi Sundararajan,Vaishnavi Sundararajan,mapped_name,4,D. Sundararajan,,
vaishnavisundararajan,Vaishnavi Sundararajan,Vaishnavi Sundararajan,original_name,5,Mukund Sundararajan,,
vaishnavisundararajan,Vaishnavi Sundararajan,Vaishnavi Sundararajan,mapped_name,6,Mukund Sundararajan,,
vaishnavisundararajan,Vaishnavi Sundararajan,Vaishnavi Sundararajan,original_name,7,Vaishnavi Ananthanarayanan,,
vaishnavisundararajan,Vaishnavi Sundararajan,Vaishnavi Sundararajan,mapped_name,8,Vaishnavi Ananthanarayanan,,
williamcook,William Cook,William Cook,original_name,1,William R. Cook,accept,
williamcook,William Cook,William Cook,mapped_name,2,William R. Cook,,
williamcook,William Cook,William Cook,original_name,3,William Enck,,
williamcook,William Cook,William Cook,mapped_name,4,William Enck,,
williamcook,William Cook,William Cook,original_name,5,William O. Cookson ,,
williamcook,William Cook,William Cook,mapped_name,6,William O. Cookson ,,
williamcook,William Cook,William Cook,original_name,7,William Pol,,
williamcook,William Cook,William Cook,mapped_name,8,William Pol,,
williamcook,William Cook,William Cook,original_name,9,William X. Cao,,
williamcook,William Cook,William Cook,mapped_name,10,William X. Cao,,
williamcook,William Cook,William Cook,original_name,11,William Chan,,
williamcook,William Cook,William Cook,mapped_name,12,William Chan,,
